"Stadium_Name","Year","Spectator_Count","Game_Length"
"Yankee Stadium II",2023,35847,150
"Oakland-Alameda County Coliseum",2023,4930,178
"Safeco Field",2023,25648,175
"Globe Life Field in Arlington",2023,18560,139
"Chase Field",2023,48034,163
"Truist Park",2023,42803,194
"Coors Field",2023,48230,138
"Guaranteed Rate Field;U.S. Cellular Field",2023,18261,170
"Comerica Park",2023,44650,152
"Kauffman Stadium",2023,10401,150
"Chase Field",2023,30249,148
"Truist Park",2023,41963,181
"Wrigley Field",2023,29094,137
"Coors Field",2023,30869,158
"Miller Park",2023,28459,165
"Citi Field",2023,43590,181
"Citizens Bank Park",2023,44365,163
"PNC Park",2023,39167,168
"Oracle Park",2023,40711,143
"Angel Stadium of Anaheim",2023,44735,153
"Oriole Park at Camden Yards",2023,45017,184
"Progressive Field",2023,34821,154
"Target Field",2023,38465,167
"Tropicana Field",2023,15980,143
"Chase Field",2023,26881,163
"Truist Park",2023,40154,175
"Wrigley Field",2023,33578,175
"Coors Field",2023,34503,164
"Miller Park",2023,43077,152
"Citi Field",2023,42306,159
"Citizens Bank Park",2023,44526,167
"PNC Park",2023,21162,184
"Oracle Park",2023,35126,143
"Angel Stadium of Anaheim",2023,44534,160
"Oriole Park at Camden Yards",2023,30561,167
"Progressive Field",2023,17489,155
"Comerica Park",2023,21835,158
"Target Field",2023,26330,147
"Tropicana Field",2023,15880,140
"Chase Field",2023,18543,165
"Truist Park",2023,40138,170
"Wrigley Field",2023,28807,151
"Coors Field",2023,30283,167
"Miller Park",2023,27701,169
"Citi Field",2023,33697,172
"Citizens Bank Park",2023,39129,162
"PNC Park",2023,10571,141
"Oracle Park",2023,30207,135
"Angel Stadium of Anaheim",2023,31092,211
"Oriole Park at Camden Yards",2023,29221,148
"Progressive Field",2023,12716,228
"Comerica Park",2023,14885,158
"Target Field",2023,14316,153
"Tropicana Field",2023,11159,159
"Chase Field",2023,12681,132
"Truist Park",2023,30237,167
"Wrigley Field",2023,26766,158
"Coors Field",2023,24092,134
"Citi Field",2023,30244,158
"Citizens Bank Park",2023,28642,149
"PNC Park",2023,10222,159
"Oracle Park",2023,35232,151
"Angel Stadium of Anaheim",2023,19557,160
"Oriole Park at Camden Yards",2023,9322,168
"Progressive Field",2023,19278,149
"Target Field",2023,12078,159
"Tropicana Field",2023,13470,126
"Globe Life Field in Arlington",2023,17430,150
"Chase Field",2023,17069,139
"Truist Park",2023,33559,164
"Wrigley Field",2023,30081,182
"Coors Field",2023,25399,157
"Citi Field",2023,30769,171
"Citizens Bank Park",2023,43444,177
"PNC Park",2023,9996,150
"Oracle Park",2023,30768,158
"Angel Stadium of Anaheim",2023,27390,146
"Oriole Park at Camden Yards",2023,12305,188
"Progressive Field",2023,20164,144
"Target Field",2023,16153,143
"Tropicana Field",2023,12649,155
"Globe Life Field in Arlington",2023,17760,171
"Rogers Centre",2023,42053,149
"Chase Field",2023,13136,160
"Truist Park",2023,30648,152
"Wrigley Field",2023,26944,151
"Coors Field",2023,22250,154
"Citi Field",2023,34876,171
"Citizens Bank Park",2023,29584,160
"PNC Park",2023,10064,171
"Oracle Park",2023,34903,190
"Angel Stadium of Anaheim",2023,17780,142
"Oriole Park at Camden Yards",2023,10181,170
"Progressive Field",2023,23164,164
"Target Field",2023,17658,157
"Tropicana Field",2023,17136,164
"Globe Life Field in Arlington",2023,18380,144
"Rogers Centre",2023,35300,160
"Great American Ballpark",2023,12170,154
"Petco Park",2023,43296,171
"Busch Stadium III",2023,37805,161
"Oriole Park at Camden Yards",2023,11665,178
"Yankee Stadium II",2023,39024,140
"Tropicana Field",2023,21175,158
"Rogers Centre",2023,26192,173
"Great American Ballpark",2023,17610,162
"Dodger Stadium",2023,52298,140
"Marlins Park",2023,10961,131
"Petco Park",2023,43822,162
"Busch Stadium III",2023,40637,137
"Nationals Park",2023,21367,161
"Fenway Park",2023,36680,177
"Guaranteed Rate Field;U.S. Cellular Field",2023,18941,178
"Comerica Park",2023,15289,230
"Minute Maid Park",2023,39343,166
"Kauffman Stadium",2023,20186,142
"Yankee Stadium II",2023,41039,131
"Oakland-Alameda County Coliseum",2023,11102,209
"Safeco Field",2023,32698,154
"Rogers Centre",2023,34822,157
"Great American Ballpark",2023,25860,159
"Dodger Stadium",2023,52375,165
"Marlins Park",2023,11038,153
"Petco Park",2023,42284,192
"Busch Stadium III",2023,40042,174
"Nationals Park",2023,24909,175
"Fenway Park",2023,36594,179
"Guaranteed Rate Field;U.S. Cellular Field",2023,32091,201
"Comerica Park",2023,18344,185
"Minute Maid Park",2023,39257,155
"Kauffman Stadium",2023,17644,168
"Yankee Stadium II",2023,38363,147
"Oakland-Alameda County Coliseum",2023,12967,166
"Safeco Field",2023,27549,169
"Rogers Centre",2023,41679,154
"Great American Ballpark",2023,13115,182
"Dodger Stadium",2023,52180,166
"Marlins Park",2023,15314,131
"Petco Park",2023,43875,142
"Busch Stadium III",2023,40346,165
"Nationals Park",2023,21929,152
"Fenway Park",2023,34790,117
"Guaranteed Rate Field;U.S. Cellular Field",2023,13794,166
"Minute Maid Park",2023,39122,179
"Kauffman Stadium",2023,22040,141
"Yankee Stadium II",2023,39342,127
"Oakland-Alameda County Coliseum",2023,17645,183
"Safeco Field",2023,23585,139
"Rogers Centre",2023,39179,160
"Great American Ballpark",2023,7375,148
"Coors Field",2023,20322,172
"Dodger Stadium",2023,50313,170
"Marlins Park",2023,8744,139
"Petco Park",2023,31846,142
"Busch Stadium III",2023,36405,144
"Fenway Park",2023,34942,183
"Minute Maid Park",2023,30873,165
"Kauffman Stadium",2023,11068,122
"Oakland-Alameda County Coliseum",2023,4714,167
"Safeco Field",2023,14276,163
"Great American Ballpark",2023,11304,145
"Coors Field",2023,19495,159
"Dodger Stadium",2023,46884,153
"Marlins Park",2023,8783,147
"Petco Park",2023,42693,152
"Busch Stadium III",2023,36028,186
"Nationals Park",2023,18747,154
"Fenway Park",2023,28132,187
"Guaranteed Rate Field;U.S. Cellular Field",2023,0,163
"Guaranteed Rate Field;U.S. Cellular Field",2023,12542,129
"Comerica Park",2023,0,143
"Comerica Park",2023,10099,110
"Minute Maid Park",2023,32602,167
"Kauffman Stadium",2023,12118,160
"Yankee Stadium II",2023,37883,165
"Oakland-Alameda County Coliseum",2023,5196,174
"Safeco Field",2023,18206,187
"Great American Ballpark",2023,10205,145
"Coors Field",2023,18511,152
"Dodger Stadium",2023,43990,171
"Marlins Park",2023,8272,217
"Petco Park",2023,29581,133
"Busch Stadium III",2023,39068,179
"Nationals Park",2023,22598,146
"Fenway Park",2023,30027,157
"Guaranteed Rate Field;U.S. Cellular Field",2023,10149,143
"Comerica Park",2023,11230,143
"Minute Maid Park",2023,40545,144
"Kauffman Stadium",2023,10388,160
"Yankee Stadium II",2023,38131,200
"Oakland-Alameda County Coliseum",2023,12112,173
"Safeco Field",2023,17461,140
"Chase Field",2023,16734,178
"Wrigley Field",2023,32817,173
"Citizens Bank Park",2023,35062,160
"PNC Park",2023,14051,129
"Oracle Park",2023,24452,154
"Fenway Park",2023,34427,160
"Yankee Stadium II",2023,39315,169
"Chase Field",2023,21308,152
"Truist Park",2023,41397,170
"Wrigley Field",2023,30381,159
"Miller Park",2023,24976,158
"Citizens Bank Park",2023,43261,155
"PNC Park",2023,17276,141
"Oracle Park",2023,27551,135
"Angel Stadium of Anaheim",2023,44741,123
"Oriole Park at Camden Yards",2023,18772,145
"Target Field",2023,12469,153
"Yankee Stadium II",2023,39025,150
"Safeco Field",2023,29633,133
"Tropicana Field",2023,17973,171
"Globe Life Field in Arlington",2023,28775,176
"Chase Field",2023,28419,168
"Truist Park",2023,42399,142
"Wrigley Field",2023,35076,175
"Miller Park",2023,31965,143
"Citizens Bank Park",2023,41939,146
"PNC Park",2023,12575,140
"Oracle Park",2023,29912,155
"Angel Stadium of Anaheim",2023,44148,160
"Oriole Park at Camden Yards",2023,12194,135
"Progressive Field",2023,0,148
"Progressive Field",2023,14478,156
"Target Field",2023,23045,189
"Yankee Stadium II",2023,43223,155
"Safeco Field",2023,38732,149
"Tropicana Field",2023,22333,173
"Globe Life Field in Arlington",2023,32388,165
"Chase Field",2023,23655,181
"Truist Park",2023,41530,172
"Wrigley Field",2023,33494,142
"Miller Park",2023,26939,182
"Citizens Bank Park",2023,44618,163
"PNC Park",2023,11372,140
"Oracle Park",2023,27721,157
"Angel Stadium of Anaheim",2023,36016,131
"Oriole Park at Camden Yards",2023,36975,164
"Progressive Field",2023,12664,147
"Target Field",2023,14763,133
"Yankee Stadium II",2023,39293,143
"Safeco Field",2023,36249,167
"Tropicana Field",2023,22702,122
"Globe Life Field in Arlington",2023,34916,151
"Chase Field",2023,9815,176
"Truist Park",2023,28241,141
"Great American Ballpark",2023,8810,156
"Miller Park",2023,23201,145
"Oracle Park",2023,20203,140
"Angel Stadium of Anaheim",2023,23814,205
"Oriole Park at Camden Yards",2023,11811,149
"Progressive Field",2023,9258,145
"Target Field",2023,16242,174
"Tropicana Field",2023,10611,166
"Rogers Centre",2023,26293,160
"Chase Field",2023,13835,162
"Truist Park",2023,34059,152
"Wrigley Field",2023,27956,172
"Great American Ballpark",2023,9969,154
"Miller Park",2023,24924,160
"Citi Field",2023,20507,153
"Citizens Bank Park",2023,42323,158
"PNC Park",2023,10560,165
"Oracle Park",2023,20797,154
"Angel Stadium of Anaheim",2023,26971,167
"Oriole Park at Camden Yards",2023,14343,164
"Progressive Field",2023,9493,142
"Target Field",2023,19201,136
"Tropicana Field",2023,9916,164
"Rogers Centre",2023,28917,144
"Chase Field",2023,14343,151
"Truist Park",2023,30282,148
"Wrigley Field",2023,28955,167
"Great American Ballpark",2023,10256,154
"Miller Park",2023,25847,147
"Citi Field",2023,20191,173
"Citizens Bank Park",2023,32641,154
"PNC Park",2023,12152,168
"Oracle Park",2023,21748,171
"Angel Stadium of Anaheim",2023,24524,150
"Oriole Park at Camden Yards",2023,12044,157
"Progressive Field",2023,9841,152
"Target Field",2023,20511,147
"Tropicana Field",2023,14168,127
"Rogers Centre",2023,35069,152
"Truist Park",2023,32196,154
"Wrigley Field",2023,26588,150
"Citi Field",2023,20726,167
"Citizens Bank Park",2023,31543,124
"PNC Park",2023,15879,128
"Oracle Park",2023,23397,164
"Angel Stadium of Anaheim",2023,21741,183
"Guaranteed Rate Field;U.S. Cellular Field",2023,11060,164
"Comerica Park",2023,11599,196
"Target Field",2023,12862,142
"Globe Life Field in Arlington",2023,31325,129
"Coors Field",2023,24197,166
"Dodger Stadium",2023,48138,188
"Marlins Park",2023,12340,146
"Miller Park",2023,24787,134
"Citi Field",2023,29240,83
"Fenway Park",2023,30578,145
"Guaranteed Rate Field;U.S. Cellular Field",2023,16681,156
"Minute Maid Park",2023,40719,146
"Target Field",2023,11754,158
"Oakland-Alameda County Coliseum",2023,6423,176
"Globe Life Field in Arlington",2023,36341,140
"Rogers Centre",2023,41414,148
"Coors Field",2023,34399,170
"Dodger Stadium",2023,48763,134
"Marlins Park",2023,14994,193
"Miller Park",2023,39198,163
"Estadio Alfredo Harp Helu",2023,19611,224
"Nationals Park",2023,22090,172
"Nationals Park",2023,17482,172
"Fenway Park",2023,31717,197
"Guaranteed Rate Field;U.S. Cellular Field",2023,28462,173
"Comerica Park",2023,17974,161
"Comerica Park",2023,11048,161
"Minute Maid Park",2023,41240,171
"Target Field",2023,22883,170
"Oakland-Alameda County Coliseum",2023,7052,174
"Globe Life Field in Arlington",2023,40027,126
"Rogers Centre",2023,41475,141
"Coors Field",2023,31900,151
"Dodger Stadium",2023,52304,166
"Marlins Park",2023,20345,138
"Miller Park",2023,33557,150
"Estadio Alfredo Harp Helu",2023,19633,172
"Nationals Park",2023,16898,161
"Fenway Park",2023,29395,152
"Guaranteed Rate Field;U.S. Cellular Field",2023,17049,204
"Comerica Park",2023,13626,166
"Minute Maid Park",2023,41669,166
"Target Field",2023,17150,170
"Oakland-Alameda County Coliseum",2023,18271,168
"Globe Life Field in Arlington",2023,39078,150
"Rogers Centre",2023,40158,190
"Dodger Stadium",2023,42137,169
"Citi Field",2023,0,173
"Citi Field",2023,27603,152
"Petco Park",2023,37491,161
"Nationals Park",2023,13722,149
"Fenway Park",2023,27438,166
"Minute Maid Park",2023,30915,158
"Yankee Stadium II",2023,33414,126
"Coors Field",2023,19517,132
"Dodger Stadium",2023,42780,164
"Marlins Park",2023,8626,160
"Petco Park",2023,43127,167
"Busch Stadium III",2023,37048,157
"Nationals Park",2023,12504,155
"Fenway Park",2023,27721,158
"Guaranteed Rate Field;U.S. Cellular Field",2023,13094,164
"Minute Maid Park",2023,31701,159
"Kauffman Stadium",2023,10487,184
"Yankee Stadium II",2023,32521,153
"Oakland-Alameda County Coliseum",2023,2583,150
"Tropicana Field",2023,10325,165
"Globe Life Field in Arlington",2023,23086,177
"Coors Field",2023,20640,161
"Dodger Stadium",2023,36539,176
"Marlins Park",2023,10428,157
"Petco Park",2023,30531,175
"Busch Stadium III",2023,42148,162
"Nationals Park",2023,15903,147
"Fenway Park",2023,27963,193
"Guaranteed Rate Field;U.S. Cellular Field",2023,11468,162
"Comerica Park",2023,11363,124
"Comerica Park",2023,16734,138
"Minute Maid Park",2023,40405,134
"Kauffman Stadium",2023,10362,119
"Yankee Stadium II",2023,36060,161
"Oakland-Alameda County Coliseum",2023,2685,187
"Tropicana Field",2023,15247,142
"Globe Life Field in Arlington",2023,21427,185
"Coors Field",2023,30647,163
"Marlins Park",2023,8295,156
"Busch Stadium III",2023,40508,178
"Nationals Park",2023,18577,115
"Fenway Park",2023,30173,173
"Guaranteed Rate Field;U.S. Cellular Field",2023,14650,217
"Comerica Park",2023,18369,126
"Kauffman Stadium",2023,11514,204
"Oakland-Alameda County Coliseum",2023,13025,154
"Tropicana Field",2023,12418,134
"Chase Field",2023,16384,132
"Truist Park",2023,40176,165
"Wrigley Field",2023,31181,129
"Great American Ballpark",2023,23467,150
"Citi Field",2023,25854,130
"Citizens Bank Park",2023,43322,161
"PNC Park",2023,24810,145
"Petco Park",2023,45116,157
"Oracle Park",2023,28614,157
"Busch Stadium III",2023,36359,188
"Angel Stadium of Anaheim",2023,39073,175
"Progressive Field",2023,17849,131
"Kauffman Stadium",2023,15966,191
"Safeco Field",2023,32944,143
"Tropicana Field",2023,25007,157
"Chase Field",2023,27345,169
"Truist Park",2023,41454,172
"Wrigley Field",2023,36418,165
"Great American Ballpark",2023,25543,154
"Citi Field",2023,35692,158
"Citizens Bank Park",2023,43832,170
"PNC Park",2023,34882,151
"Petco Park",2023,42402,157
"Oracle Park",2023,26387,150
"Busch Stadium III",2023,39512,192
"Angel Stadium of Anaheim",2023,37409,168
"Progressive Field",2023,20795,143
"Kauffman Stadium",2023,29549,196
"Safeco Field",2023,40328,155
"Tropicana Field",2023,27078,164
"Chase Field",2023,17174,198
"Truist Park",2023,40800,209
"Wrigley Field",2023,38196,229
"Great American Ballpark",2023,20338,170
"Citi Field",2023,36501,186
"Citizens Bank Park",2023,44669,134
"PNC Park",2023,21655,166
"Petco Park",2023,43994,192
"Oracle Park",2023,34603,171
"Busch Stadium III",2023,44465,163
"Angel Stadium of Anaheim",2023,41641,186
"Progressive Field",2023,17477,129
"Kauffman Stadium",2023,12740,141
"Safeco Field",2023,42277,162
"Tropicana Field",2023,32142,196
"Chase Field",2023,9071,153
"Wrigley Field",2023,30937,177
"Miller Park",2023,22847,138
"PNC Park",2023,9596,115
"Oracle Park",2023,20502,134
"Angel Stadium of Anaheim",2023,26064,149
"Oriole Park at Camden Yards",2023,12669,155
"Progressive Field",2023,12509,173
"Kauffman Stadium",2023,9814,175
"Yankee Stadium II",2023,33011,154
"Safeco Field",2023,15282,136
"Chase Field",2023,13608,149
"Truist Park",2023,36805,162
"Wrigley Field",2023,32693,180
"Great American Ballpark",2023,14065,176
"Miller Park",2023,23874,173
"Citizens Bank Park",2023,44544,190
"PNC Park",2023,11916,152
"Oracle Park",2023,22028,142
"Angel Stadium of Anaheim",2023,29018,136
"Oriole Park at Camden Yards",2023,10017,142
"Progressive Field",2023,13096,150
"Kauffman Stadium",2023,11258,122
"Target Field",2023,16882,161
"Yankee Stadium II",2023,33569,164
"Safeco Field",2023,17638,140
"Chase Field",2023,10482,165
"Truist Park",2023,40270,163
"Wrigley Field",2023,36413,151
"Great American Ballpark",2023,14515,155
"Miller Park",2023,30112,131
"Citizens Bank Park",2023,31758,176
"PNC Park",2023,13491,188
"Oracle Park",2023,21283,149
"Angel Stadium of Anaheim",2023,20420,158
"Oriole Park at Camden Yards",2023,14395,143
"Progressive Field",2023,16128,121
"Kauffman Stadium",2023,12187,141
"Target Field",2023,18467,171
"Yankee Stadium II",2023,40687,167
"Safeco Field",2023,22480,153
"Chase Field",2023,15582,165
"Great American Ballpark",2023,14855,147
"Kauffman Stadium",2023,20321,140
"Target Field",2023,23365,154
"Yankee Stadium II",2023,37686,150
"Oakland-Alameda County Coliseum",2023,2949,136
"Chase Field",2023,19266,176
"Coors Field",2023,32038,135
"Dodger Stadium",2023,49399,147
"Marlins Park",2023,13938,178
"Miller Park",2023,24900,164
"Nationals Park",2023,31904,190
"Oriole Park at Camden Yards",2023,25682,167
"Fenway Park",2023,34553,172
"Guaranteed Rate Field;U.S. Cellular Field",2023,18673,159
"Progressive Field",2023,22550,173
"Comerica Park",2023,22116,148
"Target Field",2023,30037,162
"Yankee Stadium II",2023,46130,156
"Oakland-Alameda County Coliseum",2023,6575,211
"Rogers Centre",2023,35047,132
"Chase Field",2023,25147,154
"Coors Field",2023,34006,171
"Dodger Stadium",2023,51334,146
"Marlins Park",2023,11170,169
"Miller Park",2023,35766,163
"Nationals Park",2023,24336,150
"Oriole Park at Camden Yards",2023,21926,124
"Fenway Park",2023,35935,144
"Guaranteed Rate Field;U.S. Cellular Field",2023,23242,157
"Progressive Field",2023,27644,175
"Comerica Park",2023,23511,136
"Target Field",2023,32270,172
"Yankee Stadium II",2023,44714,189
"Oakland-Alameda County Coliseum",2023,8230,138
"Rogers Centre",2023,41341,170
"Chase Field",2023,26267,144
"Coors Field",2023,30325,153
"Dodger Stadium",2023,46201,134
"Marlins Park",2023,11216,172
"Miller Park",2023,33188,164
"Nationals Park",2023,21507,178
"Oriole Park at Camden Yards",2023,36403,157
"Fenway Park",2023,27732,181
"Guaranteed Rate Field;U.S. Cellular Field",2023,18347,153
"Progressive Field",2023,23175,133
"Comerica Park",2023,20160,170
"Target Field",2023,33419,165
"Yankee Stadium II",2023,42116,171
"Oakland-Alameda County Coliseum",2023,7793,166
"Rogers Centre",2023,40895,184
"Coors Field",2023,20259,171
"Dodger Stadium",2023,49749,228
"Petco Park",2023,43828,156
"Oracle Park",2023,23819,153
"Busch Stadium III",2023,34548,156
"Nationals Park",2023,15220,154
"Oriole Park at Camden Yards",2023,20148,171
"Fenway Park",2023,31744,178
"Minute Maid Park",2023,35413,155
"Oakland-Alameda County Coliseum",2023,2064,155
"Globe Life Field in Arlington",2023,26791,151
"Rogers Centre",2023,28810,167
